File_1,File_2,Label,L0,L1,L2,L3,L4,L5,L6,Notes,Human_Label
743010.py,760031.py,1,0,1,1,0,0,0,0,"Same distinctive approach: lowercase the whole line first, then only uppercase on even counter, with the same 'range(n + 1)' off-by-one; differs only by upper/lower-case identifiers.",1
147247.py,794243.py,0,0,0,0,0,0,0,0,Twin-counter idiom vs the concatenation-temporary style; independent.,0
685184.py,777309.py,0,0,0,0,0,0,0,0,isalpha function vs the imperative sw template; independent.,0
682351.py,694470.py,0,0,0,0,0,0,0,0,isalpha function vs the unusual strip-spaces/step-2/re-insert-spaces approach; clearly unrelated.,0
683319.py,777277.py,0,0,0,0,0,0,0,0,isalpha function vs the cad/baile/sw template; independent.,0
684545.py,760031.py,0,0,0,0,0,0,0,0,Commented es_bailarina function vs the lowercase-first counter template; unrelated.,0
694707.py,777601.py,0,0,0,0,0,0,0,0,cont=2 with an ord(car)==32 test vs a results-list template with sw; independent.,0
787345.py,759924.py,0,0,0,0,0,0,0,0,The default-space temporary trick vs a plain if/else appending a space in the else branch; different loop bodies.,0
134544.py,134549.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
743037.py,743318.py,0,0,0,0,0,0,0,0,c1/c2 imperative template vs an isalpha function; unrelated.,0
143425.py,685362.py,0,0,0,0,0,0,0,0,ord-range cascade vs a function with sys.stdin.read and a __main__ guard; different.,0
682130.py,682522.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the 'continue' in the space branch.",1
682522.py,796995.py,0,0,0,0,0,0,0,0,Immediate printing with sw=0 vs a string accumulator with explicit char-range tests; independent.,0
751402.py,742593.py,1,0,1,1,1,0,0,0,"Same c1/c2/sw template with the '#inicio'/'#fin' banner comments; identifiers and the loop bound (range(1,T+1) vs range(0,x+1)) changed.",1
681552.py,777356.py,0,0,0,0,0,0,0,0,Function with enumerate and a special i==0 case vs the imperative sw template; unrelated.,0
143831.py,143839.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the pointless index/accumulator reset after the print.",1
133318.py,134294.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the stray blank line before the space print.",1
700451.py,799085.py,0,0,0,0,0,0,0,0,"Both use ord arithmetic and a 1-x toggle, but differ in test style (char vs code comparisons), accumulation (list vs string) and comments; convergent use of a known trick.",0
684604.py,147901.py,0,0,0,0,0,0,0,0,Index loop with sw=0/continue vs a while-countdown with sw=1; independent.,0
682130.py,785894.py,0,0,0,0,0,0,0,0,Immediate printing with an int flag vs string building with a boolean; independent.,0
134226.py,777320.py,0,0,0,0,0,0,0,0,Twin-counter (n/x) idiom vs the cad/baile/sw template; different families.,0
142889.py,761902.py,0,0,0,0,0,0,0,0,Distinctive two-flag (s1/s2) solution vs a single cont flag with a results list; unrelated.,0
777451.py,777511.py,1,0,1,1,0,0,0,0,Same cohort template line-for-line; only the accumulator name (baile vs bailarina) and small indentation differences.,1
766470.py,777459.py,0,0,0,0,0,0,0,0,Function using the default-space temporary trick vs the imperative sw template; independent.,0
143831.py,787481.py,0,0,0,0,0,0,0,0,while loop with y flag vs a ternary over a pre-uppercased line; independent.,0
143848.py,744343.py,0,0,0,0,0,0,0,0,ord-range cascade vs an isalpha function with an early empty-string return; unrelated.,0
743318.py,777339.py,0,0,0,0,0,0,0,0,isalpha function vs the imperative cad/baile/sw template; independent.,0
134617.py,134626.py,1,1,0,0,0,0,0,0,Byte-for-byte identical.,1
143804.py,143807.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the same four-branch ord() cascade with sw.",1
682460.py,759951.py,0,0,0,0,0,0,0,0,"Both isalpha functions with list/join, but all identifiers differ (uppercase/resultado vs mayus/r); convergent.",0
777734.py,777749.py,1,0,1,0,0,0,0,0,Identical cad/baile/sw code; differs only in spacing and the '# mayuscula' comment.,1
682460.py,782006.py,0,0,0,0,0,0,0,0,isalpha function vs sys.stdin with ascii_val arithmetic; unrelated.,0
759949.py,793214.py,0,0,0,0,0,0,0,0,Alphabet-string membership test vs ord/chr arithmetic with semicolons; independent.,0
134397.py,777371.py,0,0,0,0,0,0,0,0,Immediate printing with a %2 counter vs the sw string-building template; independent.,0
684545.py,777277.py,0,0,0,0,0,0,0,0,Commented isalpha function vs the imperative sw template; independent.,0
761518.py,788716.py,0,0,0,0,0,0,0,0,cont 0/1 with a space test vs a boolean with an ord()!=32 test; different details and naming.,0
134105.py,759951.py,0,0,0,0,0,0,0,0,Idiosyncratic aux=2/aux=1 reassignment logic vs a clean isalpha function; unrelated.,0
682525.py,799085.py,0,0,0,0,0,0,0,0,List-mutating bailarin() that prints in place vs ord arithmetic with a t=1-t toggle; different.,0
147899.py,787890.py,0,0,0,0,0,0,0,0,Counter incremented only on letters but applied to every character vs an explicit True/False boolean; different logic.,0
684366.py,743010.py,0,0,0,0,0,0,0,0,Commented isalpha function vs the lowercase-first counter template; unrelated.,0
143376.py,782144.py,0,0,0,0,0,0,0,0,c=-1 sign-flip toggle vs s=(s+1)%2; different techniques despite both using a helper function.,0
143835.py,691074.py,0,0,0,0,0,0,0,0,ord-range cascade vs a short isalpha function; unrelated.,0
685184.py,777303.py,0,0,0,0,0,0,0,0,isalpha function vs the imperative sw template; independent.,0
685184.py,692262.py,0,0,0,0,0,0,0,0,"Both isalpha toggle functions, but different names, parameter names and comments; convergent.",0
143425.py,681835.py,0,0,0,0,0,0,0,0,ord-range cascade vs an isalpha function with blank lines between statements; unrelated.,0
132456.py,681679.py,0,0,0,0,0,0,0,0,Lowercase-first counter template vs a commented isalpha function; independent.,0
777795.py,777811.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the semicolon-packed declaration line.",1
684272.py,761518.py,0,0,0,0,0,0,0,0,Heavily commented function with list/join vs a terse inline cont 0/1 loop; unrelated.,0
777253.py,777257.py,1,0,1,1,0,0,0,0,Same template line-for-line including the sw annotation idea; accumulator renamed and '#INICIO/#FIN' comments added.,1
143807.py,687148.py,0,0,0,0,0,0,0,0,ord-range cascade vs a short isalpha function; unrelated.,0
147367.py,777281.py,0,0,0,0,0,0,0,0,Converts to a list and appends into a new list with join vs direct string concatenation with sw; different.,0
134322.py,777371.py,0,0,0,0,0,0,0,0,Immediate printing with a %2 counter vs the sw string-building template; independent.,0
143425.py,143797.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the identical ord-range four-branch cascade.",1
711015.py,778654.py,0,0,0,0,0,0,0,0,ord/chr arithmetic in a while loop vs a simple contador with continue; unrelated.,0
777839.py,777882.py,1,0,1,1,1,0,0,0,"Same cad/baile/sw template with identical identifiers; differs in formatting, the '#inicio/#fin' comments and the loop bound range(0,n+1) vs range(1,n+1).",1
744343.py,777234.py,0,0,0,0,0,0,0,0,isalpha function with an early return vs the imperative sw template; independent.,0
134397.py,777440.py,0,0,0,0,0,0,0,0,Immediate printing with a counter vs the sw string-building template; independent.,0
777320.py,777321.py,1,1,0,0,0,0,0,0,"Byte-for-byte identical, including the '#inicio'/'#fin' comments.",1
682525.py,801329.py,0,0,0,0,0,0,0,0,List-mutating print-in-place function vs solve() with abs(sw-1) and a special-case guard; different.,0
143839.py,792290.py,0,0,0,0,0,0,0,0,"while loop with index and y flag vs a for loop with a list, continue and join; different.",0
147214.py,762232.py,0,0,0,0,0,0,0,0,Immediate printing with c%2 and three branches vs a function building a string with sw and continue; independent.,0
